id,audio_path,cefr_level,text
451,audio\A1_451.mp3,A1,about Hobbies Emma enjoys collecting colorful seashells at the beach
452,audio\A1_452.mp3,A1,I visited a big castle while on vacation last year
453,audio\A1_453.mp3,A1,
454,audio\A1_454.mp3,A1,in school we learn how to write our names with big colorful letters
455,audio\A1_455.mp3,A1,I like to eat apples because they are juicy and sweet
456,audio\A1_456.mp3,A1,every morning I eat cereal for breakfast before going to work
457,audio\A1_457.mp3,A1,I like to draw animals in my free time as a fun hobby
458,audio\A1_458.mp3,A1,when I go on vacation I like to visit new places and try different types of food
459,audio\A1_459.mp3,A1,delicious cakes and bread everyday
46,audio\A1_46.mp3,A1,in school we learn how to write our names in cursive
460,audio\A1_460.mp3,A1,at school we learn new things everyday like how to count and write
461,audio\A1_461.mp3,A1,the apple is red and juicy
462,audio\A1_462.mp3,A1,every morning Sarah drinks a cup of tea before going to work
463,audio\A1_463.mp3,A1,my friend likes to draw colorful pictures of animals for fun
464,audio\A1_464.mp3,A1,I visited the Eiffel Tower when I travel to Paris
465,audio\A1_465.mp3,A1,at work John helps customers find the products they need
466,audio\A1_466.mp3,A1,at school we learn to read and write
467,audio\A1_467.mp3,A1,pasta with tomato sauce is a tasty meal that many people enjoy
468,audio\A1_468.mp3,A1,every morning I wake up early to eat breakfast with my family before going to school
469,audio\A1_469.mp3,A1,Angela likes to collect seashells on the beach as her Hobby
47,audio\A1_47.mp3,A1,Mary loves to eat tasty apples for a healthy snack
470,audio\A1_470.mp3,A1,during my vacation I saw a big red bus going to the beach
471,audio\A1_471.mp3,A1,my boss gives me tasks to do at work
472,audio\A1_472.mp3,A1,at school students learn how to count and do simple math problems
473,audio\A1_473.mp3,A1,about food I like to eat ice cream on a hot day
474,audio\A1_474.mp3,A1,every morning I wake up early to eat toast with Jam for breakfast before going to school
475,audio\A1_475.mp3,A1,I like to draw colorful pictures of flowers in my spare time
476,audio\A1_476.mp3,A1,I like to visit new places and try new foods when I travel to different countries
477,audio\A1_477.mp3,A1,I enjoy my job at the bakery because I get to decorate delicious cakes
478,audio\A1_478.mp3,A1,I love to play on the swings during recess at school
479,audio\A1_479.mp3,A1,I like to eat bananas with peanut butter for a tasty snack
48,audio\A1_48.mp3,A1,every morning I brush my teeth before eating my breakfast
480,audio\A1_480.mp3,A1,every morning Harry loves to eat cereal for breakfast before he goes to work
481,audio\A1_481.mp3,A1,I like to draw pictures of animals in my free time because it makes me happy
482,audio\A1_482.mp3,A1,I love to explore new cities and try different types of food when I travel
483,audio\A1_483.mp3,A1,
484,audio\A1_484.mp3,A1,my school has a big playground where we can play during lunch time
485,audio\A1_485.mp3,A1,I like to eat pizza with tomato sauce and cheese
486,audio\A1_486.mp3,A1,every morning I wake up and have breakfast with my family before going to school
487,audio\A1_487.mp3,A1,I enjoy painting pictures of flowers in my free time as a hobby
488,audio\A1_488.mp3,A1,I want to visit a beautiful beach and swim in the clear blue sea
489,audio\A1_489.mp3,A1,
49,audio\A1_49.mp3,A1,Jane loves painting colorful pictures of Flowers in her spare time
490,audio\A1_490.mp3,A1,in school we learn about numbers and shapes during math class
491,audio\A1_491.mp3,A1,I like to eat apples and drink water for a healthy snack
492,audio\A1_492.mp3,A1,every morning I brush my teeth and wash my face before breakfast
493,audio\A1_493.mp3,A1,my favorite hobby is singing along to my favorite songs
494,audio\A1_494.mp3,A1,traveling by train is a relaxing way to see new places
495,audio\A1_495.mp3,A1,my brother loves his job at the bakery because he gets to make delicious pastries everyday
496,audio\A1_496.mp3,A1,in school children learn to read and write in English
497,audio\A1_497.mp3,A1,about food I like to eat bananas because they are sweet and healthy
498,audio\A1_498.mp3,A1,every morning I walk my dog in the park before going to work
499,audio\A1_499.mp3,A1,I enjoy drawing and painting pictures of my favorite animals for fun
5,audio\A1_5.mp3,A1,I like to eat pizza with lots of cheese on top
50,audio\A1_50.mp3,A1,about travel I like to take the bus when I go to new places in the city
500,audio\A1_500.mp3,A1,I traveled by plane to a new country and explored the local markets
51,audio\A1_51.mp3,A1,I work in a bakery where I bake fresh bread every morning
52,audio\A1_52.mp3,A1,arriving at school on time every day ensures you don't miss any fun activities with your classmates
53,audio\A1_53.mp3,A1,I like to eat apples with peanut butter as a snack
54,audio\A1_54.mp3,A1,every morning I eat cereal for breakfast with a glass of orange juice
55,audio\A1_55.mp3,A1,I love drawing pictures of animals in my free time
56,audio\A1_56.mp3,A1,I like to take the bus to explore new cities
57,audio\A1_57.mp3,A1,I work at a bakery and I sell delicious cakes to customers everyday
58,audio\A1_58.mp3,A1,at school I learned how to write my name in big letters
59,audio\A1_59.mp3,A1,I like to eat pizza with cheese and tomato sauce
6,audio\A1_6.mp3,A1,every morning I brush my teeth and wash my face before eating breakfast
60,audio\A1_60.mp3,A1,everyday I wake up early to walk my dog in the park
61,audio\A1_61.mp3,A1,my brother likes to draw pictures of animals in his free time
62,audio\A1_62.mp3,A1,I want to visit the beach and collect colorful seashells
63,audio\A1_63.mp3,A1,
64,audio\A1_64.mp3,A1,at school I like to play with my friends during recess
65,audio\A1_65.mp3,A1,about food I like to eat bananas for breakfast because they are sweet and delicious
66,audio\A1_66.mp3,A1,everyday I wake up early to prepare breakfast for my family and get ready for school
67,audio\A1_67.mp3,A1,Jim loves painting during his free time
68,audio\A1_68.mp3,A1,I want to visit Paris because I love seeing the Eiffel Tower
69,audio\A1_69.mp3,A1,Tom repairs cars in a garage
7,audio\A1_7.mp3,A1,
70,audio\A1_70.mp3,A1,the teacher teaches us how to read and write in our school classroom
71,audio\A1_71.mp3,A1,I like to eat cheese sandwiches with tomato soup for lunch
72,audio\A1_72.mp3,A1,every morning I brush my teeth and have breakfast before going to work
73,audio\A1_73.mp3,A1,about Hobbies I enjoy painting flowers on weekends because it makes me feel happy and relaxed
74,audio\A1_74.mp3,A1,I want to visit the beach to swim and relax Under the Sun during my holiday
75,audio\A1_75.mp3,A1,she works at a bakery in the neighborhood
76,audio\A1_76.mp3,A1,at school I learned how to write my name in cursive
77,audio\A1_77.mp3,A1,English sentence about food I like to eat sandwiches with cheese and tomatoes for my lunch at school
78,audio\A1_78.mp3,A1,every morning I wake up and brush my teeth before eating breakfast
79,audio\A1_79.mp3,A1,Mary likes to draw pictures of animals in her free time
8,audio\A1_8.mp3,A1,I like to eat delicious food from different countries when I travel
80,audio\A1_80.mp3,A1,castle in the countryside
81,audio\A1_81.mp3,A1,my mom cleans houses for a living
82,audio\A1_82.mp3,A1,at school we learn new things every day and have fun with our friends during breaks
83,audio\A1_83.mp3,A1,I like to eat hamburgers with cheese and lettuce
84,audio\A1_84.mp3,A1,my mom cooks breakfast for me every morning before school
85,audio\A1_85.mp3,A1,I like to draw pictures of animals for fun
86,audio\A1_86.mp3,A1,I will travel by plane to visit my friend in another country
87,audio\A1_87.mp3,A1,I like to help people at my job everyday
88,audio\A1_88.mp3,A1,at school students learn to read and write letters to communicate with others
89,audio\A1_89.mp3,A1,I like to eat colorful fruits like oranges and strawberries
9,audio\A1_9.mp3,A1,my boss is friendly and helpful at work
90,audio\A1_90.mp3,A1,every morning Emily kisses her cat before going to work
91,audio\A1_91.mp3,A1,I like to draw pictures of animals as a hobby
92,audio\A1_92.mp3,A1,I want to go to the beach and swim in the clear blue water
93,audio\A1_93.mp3,A1,my coworker helps me learn new things at work
94,audio\A1_94.mp3,A1,at school I learned many new words in English class
95,audio\A1_95.mp3,A1,I love to eat juicy sweet apples for a healthy snack
96,audio\A1_96.mp3,A1,every morning I brush my teeth and eat breakfast before going to work
97,audio\A1_97.mp3,A1,after school I like to draw colorful pictures in my notebook
98,audio\A1_98.mp3,A1,I want to visit Paris to see the Eiffel Tower
99,audio\A1_99.mp3,A1,I clean the office every day to keep it tidy
1,audio\A2_1.mp3,A2,I like to paint pictures of colorful flowers as my favorite hobby
10,audio\A2_10.mp3,A2,at school students learn about different subjects like math science and history
100,audio\A2_100.mp3,A2,at school students learn about different countries and their cultures
101,audio\A2_101.mp3,A2,Kate loves to bake chocolate chip cookies on Sundays because they are her favorite treat
102,audio\A2_102.mp3,A2,every morning I walk to the park and feed the friendly ducks that live there
103,audio\A2_103.mp3,A2,Tom and Joyce playing basketball with his friends every Saturday afternoon at the park
104,audio\A2_104.mp3,A2,during my trip to the beach I enjoyed swimming in the clear blue water
105,audio\A2_105.mp3,A2,she enjoys working as a cashier at the supermarket because she gets to interact with customers every day
106,audio\A2_106.mp3,A2,in school students learn subjects like math and science to become knowledgeable individuals
107,audio\A2_107.mp3,A2,I enjoy trying new recipes from different countries to expand my culinary skills
108,audio\A2_108.mp3,A2,every morning I enjoy a warm cup of coffee while reading the newspaper before I start my day
109,audio\A2_109.mp3,A2,on weekends I enjoy painting watercolor landscapes in the park
11,audio\A2_11.mp3,A2,I prefer my sandwiches with extra cheese and pickles for added flavor
110,audio\A2_110.mp3,A2,while on vacation in Paris my family and I visited the Eiffel Tower and enjoyed a boat ride along the Seine River
111,audio\A2_111.mp3,A2,at work my colleague and I helped each other complete tasks efficiently
112,audio\A2_112.mp3,A2,in school students can learn about different subjects like math science and history
113,audio\A2_113.mp3,A2,she enjoys eating fresh fruit every morning for breakfast
114,audio\A2_114.mp3,A2,every morning Alice makes a pot of coffee before taking her dog for a walk in the park
115,audio\A2_115.mp3,A2,my favorite hobby is painting colorful landscapes in my free time
116,audio\A2_116.mp3,A2,during my holiday in Spain I wrote a colourful tram to explore the historic City Center
117,audio\A2_117.mp3,A2,
118,audio\A2_118.mp3,A2,school starts early in the morning and students learn new things everyday
119,audio\A2_119.mp3,A2,
12,audio\A2_12.mp3,A2,every morning Sarah makes a cup of coffee before heading to work at the bakery
120,audio\A2_120.mp3,A2,every morning I brush my teeth before eating breakfast
121,audio\A2_121.mp3,A2,I like to read books and paint pictures in my free time
122,audio\A2_122.mp3,A2,on her trip to Paris Sarah admired the sparkling Eiffel Tower at night
123,audio\A2_123.mp3,A2,she enjoys helping customers find the perfect product in the store
124,audio\A2_124.mp3,A2,at school Jimmy and joy is playing with his friends during break time
125,audio\A2_125.mp3,A2,Tommy loves eating sandwiches filled with ham and cheese for lunch every day
126,audio\A2_126.mp3,A2,every morning Sarah wakes up early to walk her dog in the park before going to work
127,audio\A2_127.mp3,A2,I like to paint pictures of beautiful landscapes as a hobby
128,audio\A2_128.mp3,A2,traveling by train is a convenient and affordable way to explore new places
129,audio\A2_129.mp3,A2,at work I assist customers with their purchases
13,audio\A2_13.mp3,A2,Liam enjoys playing the guitar in his free time
